CustomerId,TransactionCount,TotalAmount,AvgAmount,StdAmount,MinAmount,MaxAmount,TotalValue,AvgValue,FraudCount,Recency,Frequency,Monetary,FraudRatio
CUST_1,53,-1762.9626069229423,-33.26344541364042,252.8665190398082,-497.0882821662113,457.1969635192346,11158.08357157986,210.52987870905397,5,1,53,1762.9626069229423,0.09433962264150944
CUST_10,47,-669.7083823870602,-14.24911451887362,302.6637799661738,-475.7939555774702,494.68416519648713,12344.162522768418,262.64175580358335,4,4,47,669.7083823870602,0.0851063829787234
CUST_100,48,1447.9918240263755,30.166496333882822,300.9506692712695,-491.0013427167442,496.8077126788541,12394.830279514856,258.22563082322614,1,7,48,1447.9918240263755,0.020833333333333332
CUST_11,45,-845.9265489534532,-18.798367754521184,291.0300479332743,-480.8321124750222,452.67286649907567,11630.569548837906,258.4571010852868,0,2,45,845.9265489534532,0.0
CUST_12,53,802.7887784684074,15.146958084309572,294.9114320247652,-499.8134718293369,482.6800487224341,13468.666472922323,254.12578250796835,5,0,53,802.7887784684074,0.09433962264150944
CUST_13,58,185.0932521898578,3.1912629687906517,278.28742464964057,-488.0820170217579,496.3982936790554,13476.513892968585,232.3536878098032,5,11,58,185.0932521898578,0.08620689655172414
CUST_14,46,4150.242047525135,90.22265320706815,289.9131828877989,-495.1315923444968,495.6378335948083,11732.047364731196,255.04450792893903,2,11,46,4150.242047525135,0.043478260869565216
CUST_15,55,500.68144590211824,9.10329901640215,263.5740180500123,-484.0797327372014,499.33627998350426,11922.13247808538,216.7660450560978,3,5,55,500.68144590211824,0.05454545454545454
CUST_16,44,-1267.3662631927807,-28.803778708926835,310.0337010784405,-447.6087044051388,493.5781728192187,11887.089788043602,270.1611315464455,0,4,44,1267.3662631927807,0.0
CUST_17,65,-1175.1478057365011,-18.079197011330788,276.29373756026695,-480.5537415804534,491.89285731964185,15784.434225096455,242.83744961686853,1,5,65,1175.1478057365011,0.015384615384615385
CUST_18,38,-285.4649835108358,-7.51223640817989,278.944535659104,-449.440812040461,459.4721829554119,8857.683156191322,233.09692516292952,1,2,38,285.4649835108358,0.02631578947368421
CUST_19,62,3905.0106062261075,62.984042035904956,283.10734585455106,-464.0342437865872,494.774954573906,14871.32599598746,239.86009670947516,5,4,62,3905.0106062261075,0.08064516129032258
CUST_2,52,-1278.7960649929953,-24.592232019096063,314.3200908753087,-486.4827283002799,488.8355313891644,14479.52136122259,278.4523338696652,4,3,52,1278.7960649929953,0.07692307692307693
CUST_20,47,-4618.609349617929,-98.26828403442403,276.92034757126095,-499.3724833715438,485.8053208502058,11629.63796708377,247.43910568263342,3,8,47,4618.609349617929,0.06382978723404255
CUST_21,68,1616.1534241865547,23.76696212039051,303.7776687618765,-496.08589426460935,495.9936491006996,18093.862650842028,266.08621545355925,2,0,68,1616.1534241865547,0.029411764705882353
CUST_22,46,2190.077341610961,47.61037699154263,286.149471185579,-465.3492901859829,475.3732771464208,11628.012905277687,252.7828892451671,2,2,46,2190.077341610961,0.043478260869565216
CUST_23,47,936.9542817420288,19.935197483872955,317.2257126877368,-486.3383145293906,498.1999076656176,13196.341964865955,280.7732332950203,0,0,47,936.9542817420288,0.0
CUST_24,52,-936.5975667375346,-18.011491668029514,340.5897700486703,-496.04005698785727,499.84924448640027,16043.644679797835,308.5316284576507,4,9,52,936.5975667375346,0.07692307692307693
CUST_25,57,1080.5146611613422,18.956397564234074,293.5139990522233,-494.5562908083094,490.9861694966853,14558.719911155664,255.41613879220463,4,0,57,1080.5146611613422,0.07017543859649122
CUST_26,56,-65.43861303129302,-1.1685466612730895,289.06797817039677,-495.8937971025516,496.80918068110896,14148.473800930788,252.65131787376407,4,5,56,65.43861303129302,0.07142857142857142
CUST_27,47,1340.517222593232,28.521643033898552,292.5103411471756,-464.7848264744765,482.3905545175666,11997.930561551117,255.27511833087482,2,0,47,1340.517222593232,0.0425531914893617
CUST_28,52,2629.335235838989,50.56413915074979,272.0509695206371,-477.5507515686753,499.46789420258017,12473.084783092783,239.8670150594766,1,3,52,2629.335235838989,0.019230769230769232
CUST_29,51,2675.37847619846,52.45840149408745,274.16735937302275,-497.2918501795479,461.6158070461656,12116.516566291672,237.5787562017975,0,1,51,2675.37847619846,0.0
CUST_3,54,1804.983138865642,33.425613682697076,283.5841207542768,-486.2668119174217,496.5656562889824,13245.526543200263,245.28752857778267,4,1,54,1804.983138865642,0.07407407407407407
CUST_30,51,-3077.4826429441673,-60.342796920473866,284.4905149537975,-482.3299552045661,436.2403878072032,12764.659744520754,250.28744597099518,1,7,51,3077.4826429441673,0.0196078431372549
CUST_31,31,-152.67910481449687,-4.925132413370867,303.7471095489146,-493.1592518516365,453.5350978515088,8173.413389314189,263.65849642948996,2,17,31,152.67910481449687,0.06451612903225806
CUST_32,58,-42.87900109218481,-0.7392931222790484,284.0077742774989,-494.2814186392107,489.7564134093346,14196.185149359184,244.76181291998594,8,0,58,42.87900109218481,0.13793103448275862
CUST_33,61,-5474.623430665683,-89.74792509288005,285.4686456673231,-487.658953939626,431.0902905080149,15910.308313204958,260.8247264459829,5,4,61,5474.623430665683,0.08196721311475409
CUST_34,49,1944.5577927891127,39.684852914063526,277.33934191370616,-469.9786678509281,496.9092185893553,11622.415315890028,237.19214930387813,4,4,49,1944.5577927891127,0.08163265306122448
CUST_35,53,1822.6111170893855,34.38888900168652,284.55577664201525,-465.5967915465418,486.69679608042384,12803.644609494602,241.57820017914344,2,1,53,1822.6111170893855,0.03773584905660377
CUST_36,57,1925.9490169701357,33.7885792450901,297.48361141552124,-478.3544386530164,483.9309401424023,15285.188531920257,268.1612023143905,3,0,57,1925.9490169701357,0.05263157894736842
CUST_37,49,-1703.2959458748778,-34.761141752548525,273.56998019855627,-495.2875744777588,492.77098651273377,11322.6374121234,231.07423290047757,5,2,49,1703.2959458748778,0.10204081632653061
CUST_38,55,1080.1795910838914,19.639628928798025,293.2757602335726,-498.7319230845097,489.73659771227096,14186.59869513191,257.93815809330744,3,1,55,1080.1795910838914,0.05454545454545454
CUST_39,55,-1664.211613194415,-30.25839296717118,277.43658180935296,-497.67659386806974,425.064556447055,13272.970684193771,241.32673971261403,4,0,55,1664.211613194415,0.07272727272727272
CUST_4,51,2079.9249156193387,40.78284148273213,273.1916889665488,-494.9734473901969,466.5475165520824,11982.386270879244,234.94875040939695,7,2,51,2079.9249156193387,0.13725490196078433
CUST_40,47,-3068.525961975012,-65.28778642500025,302.5839560293138,-484.9774580194337,448.74439514971095,12939.519916266225,275.3089343886431,2,2,47,3068.525961975012,0.0425531914893617
CUST_41,49,-321.0649756553321,-6.552346441945553,308.76402411135314,-490.31311725903225,464.92860150182594,13251.694500188145,270.4427449017989,2,5,49,321.0649756553321,0.04081632653061224
CUST_42,44,7.48817397009384,0.17018577204758725,286.85211850542987,-475.8898065913332,494.41526755887344,10738.01968107345,244.04590184257842,2,5,44,7.48817397009384,0.045454545454545456
CUST_43,36,1119.5879745727675,31.099665960354653,273.6698891933444,-472.1560924225866,448.19850674306736,8494.62915654768,235.96192101521333,1,4,36,1119.5879745727675,0.027777777777777776
CUST_44,45,-1528.0444773694774,-33.95654394154394,272.7303734129388,-467.1433022596037,470.5546707284959,10259.663677711655,227.99252617137012,1,13,45,1528.0444773694774,0.022222222222222223
CUST_45,50,-642.2023796414142,-12.844047592828282,293.12970742143943,-454.7053563869226,499.7515634290444,12636.175865072786,252.72351730145573,1,6,50,642.2023796414142,0.02
CUST_46,49,1560.2118910724544,31.841059001478662,299.4375300454358,-486.4863576938174,491.7728809792494,12637.286041171472,257.90379675860146,4,0,49,1560.2118910724544,0.08163265306122448
CUST_47,68,1689.9997336813678,24.852937260020116,294.2230309307733,-489.20160761048805,493.26519642974654,17496.761138920225,257.3053108664739,3,1,68,1689.9997336813678,0.04411764705882353
CUST_48,47,-584.7729940553565,-12.44197859692248,322.37342283659405,-485.3717411223243,498.2340258287203,13539.051611094548,288.06492789562867,3,4,47,584.7729940553565,0.06382978723404255
CUST_49,55,-2821.544641118054,-51.30081165669189,289.9400888600814,-484.5017581738097,466.2257257058204,14335.84471452728,260.65172208231417,3,0,55,2821.544641118054,0.05454545454545454
CUST_5,51,-5938.97358633369,-116.45046247713118,266.721646513576,-491.99185932621714,491.453567842792,12683.21232281955,248.69043770234413,3,0,51,5938.97358633369,0.058823529411764705
CUST_50,44,4179.403420778439,94.98644138132816,271.27087024364386,-459.71869326601967,486.4874015717295,10593.738422258015,240.7667823240458,0,4,44,4179.403420778439,0.0
CUST_51,61,2970.891551255827,48.70314018452175,294.5402060074336,-485.66909413299874,497.518131172675,16234.018923115527,266.13145775599224,3,3,61,2970.891551255827,0.04918032786885246
CUST_52,42,-3348.6138129634314,-79.72890030865312,298.52842878204075,-488.98664166439255,437.8257999850671,11501.119516551813,273.83617896551937,4,0,42,3348.6138129634314,0.09523809523809523
CUST_53,48,3019.0867875412678,62.897641407109745,285.0292412521273,-483.2436955076176,473.3942914360433,12031.130975180293,250.64856198292276,2,7,48,3019.0867875412678,0.041666666666666664
CUST_54,53,-64.1770113888511,-1.2108870073368132,287.09917036506255,-453.0074989968825,477.4229477137478,12616.206739054682,238.0416365859374,4,2,53,64.1770113888511,0.07547169811320754
CUST_55,49,-1795.6874502880635,-36.64668265894007,275.89517039543944,-494.6014578163226,411.8215936367427,11419.00820595884,233.04098379507838,4,0,49,1795.6874502880635,0.08163265306122448
CUST_56,43,450.3756261855431,10.473851771756816,297.6609781738272,-492.2333578460313,483.0646996148205,11069.593033774847,257.43239613429876,1,0,43,450.3756261855431,0.023255813953488372
CUST_57,49,3067.1438331048325,62.59477210418026,260.104193265955,-478.2999047244584,483.30565681846736,11064.645988257691,225.80910180117738,1,2,49,3067.1438331048325,0.02040816326530612
CUST_58,50,-1365.7503480929831,-27.315006961859662,286.18318713558676,-493.5647885032043,472.0793354745572,12522.654558481705,250.4530911696341,2,0,50,1365.7503480929831,0.04
CUST_59,56,2196.6229605447115,39.22541000972699,279.0431004428571,-482.8502180848019,493.783975378172,13570.203233663111,242.32505774398413,3,3,56,2196.6229605447115,0.05357142857142857
CUST_6,48,807.2630605632537,16.817980428401118,269.49778891214146,-478.9788932737828,492.5977185816603,11080.978853166025,230.85372610762553,3,3,48,807.2630605632537,0.0625
CUST_60,61,965.708409135912,15.831285395670688,299.4671496399885,-489.5063588600556,489.2177539577501,15617.63121583115,256.0267412431336,5,0,61,965.708409135912,0.08196721311475409
CUST_61,45,-2995.92650469404,-66.57614454875645,280.83510496815734,-496.85909395187787,440.8799063414847,11350.807250531896,252.24016112293103,2,0,45,2995.92650469404,0.044444444444444446
CUST_62,63,-1585.8337525166453,-25.171964325661037,293.0061396848491,-498.3988124509712,477.031676545176,16290.587512781018,258.58075417112724,5,4,63,1585.8337525166453,0.07936507936507936
CUST_63,55,10.631481534482532,0.19329966426331877,294.9547546693347,-498.1879661307484,472.793701656444,13824.460266606904,251.35382302921644,4,0,55,10.631481534482532,0.07272727272727272
CUST_64,46,1252.0206210341275,27.217839587698425,300.760192737633,-491.22278805207054,498.1950544777857,11577.751799270261,251.69025650587525,1,13,46,1252.0206210341275,0.021739130434782608
CUST_65,45,-2828.1190560467508,-62.84709013437224,312.8118474346859,-492.608098555707,495.4741523468143,12677.81664416142,281.7292587591427,3,3,45,2828.1190560467508,0.06666666666666667
CUST_66,46,-1454.3469747802988,-31.616238582180408,297.89104477683395,-494.9211870242728,490.712558623105,11488.329216773642,249.74628732116614,3,8,46,1454.3469747802988,0.06521739130434782
CUST_67,45,-1321.0157743912528,-29.355906097583393,280.9479085016305,-475.3158427754154,476.0860241995717,10995.796234116147,244.35102742480328,1,1,45,1321.0157743912528,0.022222222222222223
CUST_68,57,-146.44858050892736,-2.5692733422618836,270.9256592110878,-493.474589571113,498.3187565709567,12635.94946941269,221.68332402478404,1,1,57,146.44858050892736,0.017543859649122806
CUST_69,48,950.8490700332288,19.809355625692266,246.60658230787206,-416.2090274517384,474.76984342041305,9864.643797947349,205.51341245723643,4,1,48,950.8490700332288,0.08333333333333333
CUST_7,43,-453.4434532116586,-10.545196586317642,303.3616372656357,-450.3385085402811,467.7399546590861,11383.788000233995,264.7392558193952,0,2,43,453.4434532116586,0.0
CUST_70,51,-4035.094529393513,-79.11950057634338,299.6204934781625,-492.857918231755,467.7428248337157,13306.937348810648,260.9203401727578,3,8,51,4035.094529393513,0.058823529411764705
CUST_71,33,2546.1466327659045,77.15595856866378,264.34513732549647,-457.65772122761615,474.3494565240308,7303.372797035285,221.3143271828874,1,1,33,2546.1466327659045,0.030303030303030304
CUST_72,48,-1512.3156708339225,-31.50657647570672,285.1981388973737,-484.49166937340783,499.04949810364496,11445.603859892874,238.45008041443486,0,12,48,1512.3156708339225,0.0
CUST_73,46,-2813.3062656031566,-61.158831860938186,305.0430916734089,-498.3562428875503,496.1636931702632,12435.20974042602,270.33064653100047,1,3,46,2813.3062656031566,0.021739130434782608
CUST_74,46,-491.28401406931346,-10.680087262376379,300.3685785778063,-488.9214474056904,494.58198903526,12054.301650917605,262.05003588951314,3,1,46,491.28401406931346,0.06521739130434782
CUST_75,56,-644.0874200906742,-11.501561073047753,241.63570916441446,-483.339528755784,453.3163722009606,11685.93871063538,208.6774769756318,2,4,56,644.0874200906742,0.03571428571428571
CUST_76,45,355.37367117340733,7.897192692742385,271.0121116321441,-464.8430079514986,481.9053222869428,10232.354117831843,227.38564706292985,0,9,45,355.37367117340733,0.0
CUST_77,36,-1806.300058047942,-50.175001612442834,233.94571654883697,-380.8934641232837,481.0448622544658,7299.215579513906,202.75598831983072,0,2,36,1806.300058047942,0.0
CUST_78,46,655.8445536149452,14.25749029597707,291.9458912661209,-487.092772019008,482.1351844361504,11886.963435946169,258.4122486075254,2,1,46,655.8445536149452,0.043478260869565216
CUST_79,39,-924.8793897204713,-23.714856146678752,267.27229357773314,-498.65372904343633,454.5538424175,9090.439135124632,233.08818295191364,2,1,39,924.8793897204713,0.05128205128205128
